timestamp,market_id,market_slug,maker,taker,nonusdc_side,maker_direction,taker_direction,price,usd_amount,token_amount,transactionHash
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,0xc5d563a36ae78145c45a50134d48a1215220f80a,token1,SELL,BUY,0.001,2.15008,2150.08,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xd6647f101f753e0b34b6d97a14ef408ea634593b,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.102,102.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xe1a28f46940997498784ceebcc78f5691d339b31,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.102,102.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xd48046dbeb8d5394cc773de306d65e3753804bf0,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.0009999999999999998,0.13999999999999999,140.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x31be981a71d99e31c68032ce45342844c4d7f417,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.09999999999999999,100.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x089c479bf01d4acc4cb05bff1b1c1b81b8e4312f,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.13,130.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x618ffea4de43e5b9f1bcd7c43f1e6517dce45a90,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.11,110.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xff257c0493b38498e7d4d9b951e424a1d1f9f45d,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.09999999999999999,100.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x762280546031294b9fed90252debcd3965e806df,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.148,148.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xb13e4b10661ea9e2c5708900ba4a0ecf3cf27a0c,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.09999999999999999,100.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x7531d2470c00aa92e21bdedd9bb4650b83b2376a,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.006,6.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x6f27b27f5e3dd7fb8f411871e9bef8e780063d38,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.0009999999999999998,0.13999999999999999,140.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x0658e3833f6e3db487806cefca5ff913f71ef1c8,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.11599999999999999,116.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xa690cbe09db8181077235c5ac4d0b3102643752e,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.0009999999999999998,0.13999999999999999,140.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0xa242e23e90a33ba5b2a7cb551aac0cf3cc62806b,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.0009999999999999998,0.141,141.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x3e53df1ea1f7303242863280ed24d31138f8a490,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.11,110.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
2024-11-06T04:55:21.000000,500116,will-a-candidate-from-another-party-win-montana-us-senate-election,0x8785d2feb954cf68a3db8f031540056e6af4a075,0x96c6740f9b58c5a38c9172147cd6266da06c34a2,token1,BUY,SELL,0.001,0.132,132.0,0x5bc20d984ff18b51d51aef25f801671fc8627d8d005e5ba1359af0ecc2e1a32e
